dbid,name,type,uniprot_name,cid,uniprot,poi,ligase,smiles,dc50,dmax,molecular_weight,exact_mass,heavy_atom_count,ring_count,hbond_donor_count,hbond_acceptor_count,molecular_formula,inchi,inchikey
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5138,P11362,FGFR1,VHL,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C\C5=CC=C(OCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1388.697,1387.6886324,99,8,6,21,C72H97N11O15S,"InChI=1S/C72H97N11O15S/c1-48-42-81(58-20-17-56(18-21-58)69(87)76-64-38-57(78-79-64)19-10-53-36-61(90-8)40-62(37-53)91-9)43-49(2)82(48)45-65(85)80-74-41-52-11-22-60(23-12-52)98-35-34-96-31-30-94-27-26-92-24-25-93-28-29-95-32-33-97-46-66(86)77-68(72(5,6)7)71(89)83-44-59(84)39-63(83)70(88)75-50(3)54-13-15-55(16-14-54)67-51(4)73-47-99-67/h11-18,20-23,36-38,40-41,47-50,59,63,68,84H,10,19,24-35,39,42-46H2,1-9H3,(H,75,88)(H,77,86)(H,80,85)(H2,76,78,79,87)/b74-41-/t48-,49+,50-,59+,63-,68+/m0/s1",NBGVHQIMRUMNOH-HQNUFBMJSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5139,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCCOCC(=O)NCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1021.145,1020.44938812,75,8,5,14,C55H60N10O10,"InChI=1S/C55H60N10O10/c1-35-30-63(42-16-13-40(14-17-42)53(69)58-49-27-41(60-61-49)15-10-38-25-44(72-3)28-45(26-38)73-4)31-36(2)64(35)33-51(67)62-57-29-37-11-18-43(19-12-37)75-24-23-74-34-52(68)56-22-6-8-39-7-5-9-46-47(39)32-65(55(46)71)48-20-21-50(66)59-54(48)70/h5,7,9,11-14,16-19,25-29,35-36,48H,10,15,20-24,30-34H2,1-4H3,(H,56,68)(H,62,67)(H,59,66,70)(H2,58,60,61,69)/b57-29+/t35-,36+,48?",AXAOTIVSXYEOIV-KYSLNZHNSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5140,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCCOCCOCC(=O)NCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1065.198,1064.47560287,78,8,5,15,C57H64N10O11,"InChI=1S/C57H64N10O11/c1-37-32-65(44-16-13-42(14-17-44)55(71)60-51-29-43(62-63-51)15-10-40-27-46(74-3)30-47(28-40)75-4)33-38(2)66(37)35-53(69)64-59-31-39-11-18-45(19-12-39)78-26-25-76-23-24-77-36-54(70)58-22-6-8-41-7-5-9-48-49(41)34-67(57(48)73)50-20-21-52(68)61-56(50)72/h5,7,9,11-14,16-19,27-31,37-38,50H,10,15,20-26,32-36H2,1-4H3,(H,58,70)(H,64,69)(H,61,68,72)(H2,60,62,63,71)/b59-31+/t37-,38+,50?",XQBGSGHIQQLIFB-TWWMJXPJSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5141,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCCOCCOCCOCC(=O)NCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1109.251,1108.50181762,81,8,5,16,C59H68N10O12,"InChI=1S/C59H68N10O12/c1-39-34-67(46-16-13-44(14-17-46)57(73)62-53-31-45(64-65-53)15-10-42-29-48(76-3)32-49(30-42)77-4)35-40(2)68(39)37-55(71)66-61-33-41-11-18-47(19-12-41)81-28-27-79-24-23-78-25-26-80-38-56(72)60-22-6-8-43-7-5-9-50-51(43)36-69(59(50)75)52-20-21-54(70)63-58(52)74/h5,7,9,11-14,16-19,29-33,39-40,52H,10,15,20-28,34-38H2,1-4H3,(H,60,72)(H,66,71)(H,63,70,74)(H2,62,64,65,73)/b61-33+/t39-,40+,52?",KMAFXIYXYAOFFN-JIFLKELTSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5142,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCCOCCOCCOCCOCC(=O)NCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1153.304,1152.52803236,84,8,5,17,C61H72N10O13,"InChI=1S/C61H72N10O13/c1-41-36-69(48-16-13-46(14-17-48)59(75)64-55-33-47(66-67-55)15-10-44-31-50(78-3)34-51(32-44)79-4)37-42(2)70(41)39-57(73)68-63-35-43-11-18-49(19-12-43)84-30-29-82-26-25-80-23-24-81-27-28-83-40-58(74)62-22-6-8-45-7-5-9-52-53(45)38-71(61(52)77)54-20-21-56(72)65-60(54)76/h5,7,9,11-14,16-19,31-35,41-42,54H,10,15,20-30,36-40H2,1-4H3,(H,62,74)(H,68,73)(H,65,72,76)(H2,64,66,67,75)/b63-35+/t41-,42+,54?",MFSDQUHZONGBKN-OHHMYBMGSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5143,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCCOCCOCCOCCOCCOCC(=O)NCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1197.357,1196.55424711,87,8,5,18,C63H76N10O14,"InChI=1S/C63H76N10O14/c1-43-38-71(50-16-13-48(14-17-50)61(77)66-57-35-49(68-69-57)15-10-46-33-52(80-3)36-53(34-46)81-4)39-44(2)72(43)41-59(75)70-65-37-45-11-18-51(19-12-45)87-32-31-85-28-27-83-24-23-82-25-26-84-29-30-86-42-60(76)64-22-6-8-47-7-5-9-54-55(47)40-73(63(54)79)56-20-21-58(74)67-62(56)78/h5,7,9,11-14,16-19,33-37,43-44,56H,10,15,20-32,38-42H2,1-4H3,(H,64,76)(H,70,75)(H,67,74,78)(H2,66,68,69,77)/b65-37+/t43-,44+,56?",UWZISXFYDWXMAK-ZNYNUWIESA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5144,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCCOCCOCCOCCOCCOCCOCC(=O)NCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1241.41,1240.58046186,90,8,5,19,C65H80N10O15,"InChI=1S/C65H80N10O15/c1-45-40-73(52-16-13-50(14-17-52)63(79)68-59-37-51(70-71-59)15-10-48-35-54(82-3)38-55(36-48)83-4)41-46(2)74(45)43-61(77)72-67-39-47-11-18-53(19-12-47)90-34-33-88-30-29-86-26-25-84-23-24-85-27-28-87-31-32-89-44-62(78)66-22-6-8-49-7-5-9-56-57(49)42-75(65(56)81)58-20-21-60(76)69-64(58)80/h5,7,9,11-14,16-19,35-39,45-46,58H,10,15,20-34,40-44H2,1-4H3,(H,66,78)(H,72,77)(H,69,76,80)(H2,68,70,71,79)/b67-39+/t45-,46+,58?",PUVASRCPHKJTRD-YKSKIPPASA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5145,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCC(=O)NCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,977.092,976.423173372,72,8,5,13,C53H56N10O9,"InChI=1S/C53H56N10O9/c1-33-28-61(40-16-13-38(14-17-40)51(67)56-47-25-39(58-59-47)15-10-36-23-42(70-3)26-43(24-36)71-4)29-34(2)62(33)31-49(65)60-55-27-35-11-18-41(19-12-35)72-32-50(66)54-22-6-8-37-7-5-9-44-45(37)30-63(53(44)69)46-20-21-48(64)57-52(46)68/h5,7,9,11-14,16-19,23-27,33-34,46H,10,15,20-22,28-32H2,1-4H3,(H,54,66)(H,60,65)(H,57,64,68)(H2,56,58,59,67)/b55-27+/t33-,34+,46?",QQPUZQMZECLXEW-XUKOKOCCSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5146,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCC(=O)NCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1005.146,1004.4544735,74,8,5,13,C55H60N10O9,"InChI=1S/C55H60N10O9/c1-35-30-63(42-18-15-40(16-19-42)53(69)58-49-27-41(60-61-49)17-12-38-25-44(72-3)28-45(26-38)73-4)31-36(2)64(35)33-51(67)62-57-29-37-13-20-43(21-14-37)74-34-52(68)56-24-7-5-6-9-39-10-8-11-46-47(39)32-65(55(46)71)48-22-23-50(66)59-54(48)70/h8,10-11,13-16,18-21,25-29,35-36,48H,5,7,12,17,22-24,30-34H2,1-4H3,(H,56,68)(H,62,67)(H,59,66,70)(H2,58,60,61,69)/b57-29+/t35-,36+,48?",QIGUXSWRTUGGCG-KYSLNZHNSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5147,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCC(=O)NCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1019.173,1018.47012356,75,8,5,13,C56H62N10O9,"InChI=1S/C56H62N10O9/c1-36-31-64(43-19-16-41(17-20-43)54(70)59-50-28-42(61-62-50)18-13-39-26-45(73-3)29-46(27-39)74-4)32-37(2)65(36)34-52(68)63-58-30-38-14-21-44(22-15-38)75-35-53(69)57-25-8-6-5-7-10-40-11-9-12-47-48(40)33-66(56(47)72)49-23-24-51(67)60-55(49)71/h9,11-12,14-17,19-22,26-30,36-37,49H,5-6,8,13,18,23-25,31-35H2,1-4H3,(H,57,69)(H,63,68)(H,60,67,71)(H2,59,61,62,70)/b58-30+/t36-,37+,49?",PGZQYTPXNVHPNG-SZRNHCHFSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5148,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCC(=O)NCCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1033.2,1032.48577363,76,8,5,13,C57H64N10O9,"InChI=1S/C57H64N10O9/c1-37-32-65(44-20-17-42(18-21-44)55(71)60-51-29-43(62-63-51)19-14-40-27-46(74-3)30-47(28-40)75-4)33-38(2)66(37)35-53(69)64-59-31-39-15-22-45(23-16-39)76-36-54(70)58-26-9-7-5-6-8-11-41-12-10-13-48-49(41)34-67(57(48)73)50-24-25-52(68)61-56(50)72/h10,12-13,15-18,20-23,27-31,37-38,50H,5-7,9,14,19,24-26,32-36H2,1-4H3,(H,58,70)(H,64,69)(H,61,68,72)(H2,60,62,63,71)/b59-31+/t37-,38+,50?",RTMIZGZPPAQDRK-TWWMJXPJSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5149,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCC(=O)NCCCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1047.227,1046.50142369,77,8,5,13,C58H66N10O9,"InChI=1S/C58H66N10O9/c1-38-33-66(45-21-18-43(19-22-45)56(72)61-52-30-44(63-64-52)20-15-41-28-47(75-3)31-48(29-41)76-4)34-39(2)67(38)36-54(70)65-60-32-40-16-23-46(24-17-40)77-37-55(71)59-27-10-8-6-5-7-9-12-42-13-11-14-49-50(42)35-68(58(49)74)51-25-26-53(69)62-57(51)73/h11,13-14,16-19,21-24,28-32,38-39,51H,5-8,10,15,20,25-27,33-37H2,1-4H3,(H,59,71)(H,65,70)(H,62,69,73)(H2,61,63,64,72)/b60-32+/t38-,39+,51?",ULZAHKQFVQVHEJ-YQWQRLRPSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5150,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)N/N=C/C5=CC=C(OCC(=O)NCCCCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1061.254,1060.51707376,78,8,5,13,C59H68N10O9,"InChI=1S/C59H68N10O9/c1-39-34-67(46-22-19-44(20-23-46)57(73)62-53-31-45(64-65-53)21-16-42-29-48(76-3)32-49(30-42)77-4)35-40(2)68(39)37-55(71)66-61-33-41-17-24-47(25-18-41)78-38-56(72)60-28-11-9-7-5-6-8-10-13-43-14-12-15-50-51(43)36-69(59(50)75)52-26-27-54(70)63-58(52)74/h12,14-15,17-20,22-25,29-33,39-40,52H,5-9,11,16,21,26-28,34-38H2,1-4H3,(H,60,72)(H,66,71)(H,63,70,74)(H2,62,64,65,73)/b61-33+/t39-,40+,52?",YOTKEBRPQREQAL-JIFLKELTSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5152,P11362,FGFR1,VHL,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)NCCC5=CC=C(OCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1125.407,1124.55174501,81,8,6,14,C61H76N10O9S,"InChI=1S/C61H76N10O9S/c1-37-31-69(47-20-17-45(18-21-47)58(75)65-53-28-46(67-68-53)19-10-42-26-50(78-8)30-51(27-42)79-9)32-38(2)70(37)34-54(73)62-25-24-41-11-22-49(23-12-41)80-35-55(74)66-57(61(5,6)7)60(77)71-33-48(72)29-52(71)59(76)64-39(3)43-13-15-44(16-14-43)56-40(4)63-36-81-56/h11-18,20-23,26-28,30,36-39,48,52,57,72H,10,19,24-25,29,31-35H2,1-9H3,(H,62,73)(H,64,76)(H,66,74)(H2,65,67,68,75)/t37-,38+,39-,48+,52-,57+/m0/s1",YTTVAAVPYIYNRH-HHNAXFNBSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5153,P11362,FGFR1,VHL,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)NCCC5=CC=C(OCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1139.434,1138.56739508,82,8,6,14,C62H78N10O9S,"InChI=1S/C62H78N10O9S/c1-38-33-70(48-20-17-46(18-21-48)59(76)66-54-30-47(68-69-54)19-10-43-28-51(79-8)32-52(29-43)80-9)34-39(2)71(38)36-56(75)63-26-24-42-11-22-50(23-12-42)81-27-25-55(74)67-58(62(5,6)7)61(78)72-35-49(73)31-53(72)60(77)65-40(3)44-13-15-45(16-14-44)57-41(4)64-37-82-57/h11-18,20-23,28-30,32,37-40,49,53,58,73H,10,19,24-27,31,33-36H2,1-9H3,(H,63,75)(H,65,77)(H,67,74)(H2,66,68,69,76)/t38-,39+,40-,49+,53-,58+/m0/s1",TWIDFPNUXSYEMC-QRHRBQEQSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5154,P11362,FGFR1,VHL,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)NCCC5=CC=C(OCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1153.461,1152.58304514,83,8,6,14,C63H80N10O9S,"InChI=1S/C63H80N10O9S/c1-39-34-71(49-22-19-47(20-23-49)60(77)67-55-31-48(69-70-55)21-12-44-29-52(80-8)33-53(30-44)81-9)35-40(2)72(39)37-57(76)64-27-26-43-13-24-51(25-14-43)82-28-10-11-56(75)68-59(63(5,6)7)62(79)73-36-50(74)32-54(73)61(78)66-41(3)45-15-17-46(18-16-45)58-42(4)65-38-83-58/h13-20,22-25,29-31,33,38-41,50,54,59,74H,10-12,21,26-28,32,34-37H2,1-9H3,(H,64,76)(H,66,78)(H,68,75)(H2,67,69,70,77)/t39-,40+,41-,50+,54-,59+/m0/s1",HQAXFZULDALGFX-SOGGWDSGSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5155,P11362,FGFR1,VHL,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)NCCC5=CC=C(OCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1167.488,1166.5986952,84,8,6,14,C64H82N10O9S,"InChI=1S/C64H82N10O9S/c1-40-35-72(50-23-20-48(21-24-50)61(78)68-56-32-49(70-71-56)22-13-45-30-53(81-8)34-54(31-45)82-9)36-41(2)73(40)38-58(77)65-28-27-44-14-25-52(26-15-44)83-29-11-10-12-57(76)69-60(64(5,6)7)63(80)74-37-51(75)33-55(74)62(79)67-42(3)46-16-18-47(19-17-46)59-43(4)66-39-84-59/h14-21,23-26,30-32,34,39-42,51,55,60,75H,10-13,22,27-29,33,35-38H2,1-9H3,(H,65,77)(H,67,79)(H,69,76)(H2,68,70,71,78)/t40-,41+,42-,51+,55-,60+/m0/s1",RXHHYMYOACWMHR-UYJUHQRNSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5156,P11362,FGFR1,VHL,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)NCCC5=CC=C(OCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1181.515,1180.61434527,85,8,6,14,C65H84N10O9S,"InChI=1S/C65H84N10O9S/c1-41-36-73(51-24-21-49(22-25-51)62(79)69-57-33-50(71-72-57)23-14-46-31-54(82-8)35-55(32-46)83-9)37-42(2)74(41)39-59(78)66-29-28-45-15-26-53(27-16-45)84-30-12-10-11-13-58(77)70-61(65(5,6)7)64(81)75-38-52(76)34-56(75)63(80)68-43(3)47-17-19-48(20-18-47)60-44(4)67-40-85-60/h15-22,24-27,31-33,35,40-43,52,56,61,76H,10-14,23,28-30,34,36-39H2,1-9H3,(H,66,78)(H,68,80)(H,70,77)(H2,69,71,72,79)/t41-,42+,43-,52+,56-,61+/m0/s1",KGFPFMCABAUHDI-BFTACKNWSA-N
DB00039,Palifermin,BiotechDrug,Fibroblast growth factor receptor 1,5157,P11362,FGFR1,CRBN,COC1=CC(CCC2=CC(NC(=O)C3=CC=C(N4C[C@H](C)N(CC(=O)NCCC5=CC=C(OCCOCCOCC(=O)NCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)C=C5)[C@H](C)C4)C=C3)=N[NH]2)=CC(OC)=C1,,,1066.226,1065.49600396,78,8,5,14,C58H67N9O11,"InChI=1S/C58H67N9O11/c1-38-33-65(45-16-13-43(14-17-45)56(71)61-52-31-44(63-64-52)15-10-41-29-47(74-3)32-48(30-41)75-4)34-39(2)66(38)36-54(69)60-24-22-40-11-18-46(19-12-40)78-28-27-76-25-26-77-37-55(70)59-23-6-8-42-7-5-9-49-50(42)35-67(58(49)73)51-20-21-53(68)62-57(51)72/h5,7,9,11-14,16-19,29-32,38-39,51H,10,15,20-28,33-37H2,1-4H3,(H,59,70)(H,60,69)(H,62,68,72)(H2,61,63,64,71)/t38-,39+,51?",BEINRJCYNPMXHE-TUZYQDNCSA-N
DB00046,Insulin Lispro,BiotechDrug,Insulin-like growth factor 1 receptor,1347,P08069,IGF-1R,CRBN,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOC4=CC=C(NC5=NC=CC(NC6=CN=C7C=CC=CC7=C6)=N5)C=C4)=C3C2=O)C(=O)N1,,,716.755,716.270695492,53,7,4,13,C38H36N8O7,"InChI=1S/C38H36N8O7/c47-33-13-12-31(35(48)45-33)46-36(49)28-5-3-7-30(34(28)37(46)50)39-16-17-51-18-19-52-20-21-53-27-10-8-25(9-11-27)43-38-40-15-14-32(44-38)42-26-22-24-4-1-2-6-29(24)41-23-26/h1-11,14-15,22-23,31,39H,12-13,16-21H2,(H,45,47,48)(H2,40,42,43,44)",VQLXJBPQVMWNGC-UHFFFAOYSA-N
DB00046,Insulin Lispro,BiotechDrug,Insulin-like growth factor 1 receptor,1346,P08069,IGF-1R,CRBN,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOC4=CC=C(NC5=NC=CC(NC6=CN=C7C=CC=CC7=C6)=N5)C=C4)=C3C2=O)C(=O)N1,,,672.702,672.244480744,50,7,4,12,C36H32N8O6,"InChI=1S/C36H32N8O6/c45-31-13-12-29(33(46)43-31)44-34(47)26-5-3-7-28(32(26)35(44)48)37-16-17-49-18-19-50-25-10-8-23(9-11-25)41-36-38-15-14-30(42-36)40-24-20-22-4-1-2-6-27(22)39-21-24/h1-11,14-15,20-21,29,37H,12-13,16-19H2,(H,43,45,46)(H2,38,40,41,42)",BLGABOHGKRXYSB-UHFFFAOYSA-N
DB00046,Insulin Lispro,BiotechDrug,Insulin-like growth factor 1 receptor,1348,P08069,IGF-1R,CRBN,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCOC4=CC=C(NC5=NC=CC(NC6=CN=C7C=CC=CC7=C6)=N5)C=C4)=C3C2=O)C(=O)N1,,,760.808,760.29691024,56,7,4,14,C40H40N8O8,"InChI=1S/C40H40N8O8/c49-35-13-12-33(37(50)47-35)48-38(51)30-5-3-7-32(36(30)39(48)52)41-16-17-53-18-19-54-20-21-55-22-23-56-29-10-8-27(9-11-29)45-40-42-15-14-34(46-40)44-28-24-26-4-1-2-6-31(26)43-25-28/h1-11,14-15,24-25,33,41H,12-13,16-23H2,(H,47,49,50)(H2,42,44,45,46)",NNFLJXWHNNZGBH-UHFFFAOYSA-N
DB00046,Insulin Lispro,BiotechDrug,Insulin-like growth factor 1 receptor,1349,P08069,IGF-1R,CRBN,CC1=CC(NC2=CC=NC(NC3=CC=C(OCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=N2)=N[NH]1,,,625.646,625.239729712,46,6,5,12,C31H31N9O6,"InChI=1S/C31H31N9O6/c1-18-17-25(39-38-18)35-24-11-12-33-31(36-24)34-19-5-7-20(8-6-19)46-16-15-45-14-13-32-22-4-2-3-21-27(22)30(44)40(29(21)43)23-9-10-26(41)37-28(23)42/h2-8,11-12,17,23,32H,9-10,13-16H2,1H3,(H,37,41,42)(H3,33,34,35,36,38,39)",YEBGDZYCAZJQHH-UHFFFAOYSA-N
DB00046,Insulin Lispro,BiotechDrug,Insulin-like growth factor 1 receptor,1351,P08069,IGF-1R,CRBN,CC1=CC(NC2=NC(NC3=CC=C(OCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C2Cl)=N[NH]1,,,660.091,659.20075736,47,6,5,12,C31H30ClN9O6,"InChI=1S/C31H30ClN9O6/c1-17-15-24(40-39-17)36-27-21(32)16-34-31(38-27)35-18-5-7-19(8-6-18)47-14-13-46-12-11-33-22-4-2-3-20-26(22)30(45)41(29(20)44)23-9-10-25(42)37-28(23)43/h2-8,15-16,23,33H,9-14H2,1H3,(H,37,42,43)(H3,34,35,36,38,39,40)",IOHSXHAPQQQUGP-UHFFFAOYSA-N
DB00046,Insulin Lispro,BiotechDrug,Insulin-like growth factor 1 receptor,1350,P08069,IGF-1R,CRBN,CC1=CC(NC2=CC=NC(NC3=CC=C(OCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=N2)=N[NH]1,,,669.699,669.26594446,49,6,5,13,C33H35N9O7,"InChI=1S/C33H35N9O7/c1-20-19-27(41-40-20)37-26-11-12-35-33(38-26)36-21-5-7-22(8-6-21)49-18-17-48-16-15-47-14-13-34-24-4-2-3-23-29(24)32(46)42(31(23)45)25-9-10-28(43)39-30(25)44/h2-8,11-12,19,25,34H,9-10,13-18H2,1H3,(H,39,43,44)(H3,35,36,37,38,40,41)",KSJXWXGDPRCSIV-UHFFFAOYSA-N
DB00046,Insulin Lispro,BiotechDrug,Insulin-like growth factor 1 receptor,1352,P08069,IGF-1R,CRBN,CC1=CC(NC2=NC(NC3=CC=C(OCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C2Cl)=N[NH]1,,,704.144,703.226972108,50,6,5,13,C33H34ClN9O7,"InChI=1S/C33H34ClN9O7/c1-19-17-26(42-41-19)38-29-23(34)18-36-33(40-29)37-20-5-7-21(8-6-20)50-16-15-49-14-13-48-12-11-35-24-4-2-3-22-28(24)32(47)43(31(22)46)25-9-10-27(44)39-30(25)45/h2-8,17-18,25,35H,9-16H2,1H3,(H,39,44,45)(H3,36,37,38,40,41,42)",UYDSYJMBAOFSTK-UHFFFAOYSA-N
